timestamp,heart_rate,label
2024-11-18 10:28,124,1
2024-11-18 10:29,106,1
2024-11-18 10:30,106,1
2024-11-18 10:31,104,1
2024-11-18 10:32,80,0
2024-11-18 10:33,86,0
2024-11-18 10:34,67,0
2024-11-18 10:35,90,0
2024-11-18 10:36,102,1
2024-11-18 10:37,53,1
2024-11-18 10:38,87,0
2024-11-18 10:39,98,0
2024-11-18 10:40,57,1
2024-11-18 10:41,78,0
2024-11-18 10:42,99,0
2024-11-18 10:43,91,0
2024-11-18 10:44,60,1
2024-11-18 10:45,68,0
2024-11-18 10:46,57,1
2024-11-18 10:47,99,0
2024-11-18 10:48,95,0
2024-11-18 10:49,107,1
2024-11-18 10:50,105,1
2024-11-18 10:51,46,1
2024-11-18 10:52,69,0
2024-11-18 10:53,89,0
2024-11-18 10:54,66,0
2024-11-18 10:55,82,0
2024-11-18 10:56,67,0
2024-11-18 10:57,77,0
2024-11-18 10:58,45,1
2024-11-18 10:59,48,1
2024-11-18 11:00,124,1
2024-11-18 11:01,85,0
2024-11-18 11:02,114,1
2024-11-18 11:03,91,0
2024-11-18 11:04,75,0
2024-11-18 11:05,79,0
2024-11-18 11:06,80,0
2024-11-18 11:07,54,1
2024-11-18 11:08,45,1
2024-11-18 11:09,103,1
2024-11-18 11:10,67,0
2024-11-18 11:11,74,0
2024-11-18 11:12,70,0
2024-11-18 11:13,53,1
2024-11-18 11:14,100,1
2024-11-18 11:15,117,1
2024-11-18 11:16,71,0
2024-11-18 11:17,113,1
2024-11-18 11:18,99,0
2024-11-18 11:19,67,0
2024-11-18 11:20,88,0
2024-11-18 11:21,49,1
2024-11-18 11:22,69,0
2024-11-18 11:23,124,1
2024-11-18 11:24,51,1
2024-11-18 11:25,80,0
2024-11-18 11:26,54,1
2024-11-18 11:27,104,1
2024-11-18 11:28,99,0
2024-11-18 11:29,53,1
2024-11-18 11:30,78,0
2024-11-18 11:31,86,0
2024-11-18 11:32,79,0
2024-11-18 11:33,122,1
2024-11-18 11:34,65,0
2024-11-18 11:35,117,1
2024-11-18 11:36,116,1
2024-11-18 11:37,54,1
2024-11-18 11:38,99,0
2024-11-18 11:39,102,1
2024-11-18 11:40,61,0
2024-11-18 11:41,63,0
2024-11-18 11:42,58,1
2024-11-18 11:43,121,1
2024-11-18 11:44,75,0
2024-11-18 11:45,106,1
2024-11-18 11:46,80,0
2024-11-18 11:47,69,0
2024-11-18 11:48,59,1
2024-11-18 11:49,105,1
2024-11-18 11:50,96,0
2024-11-18 11:51,123,1
2024-11-18 11:52,84,0
2024-11-18 11:53,85,0
2024-11-18 11:54,110,1
2024-11-18 11:55,77,0
2024-11-18 11:56,93,0
2024-11-18 11:57,93,0
2024-11-18 11:58,100,1
2024-11-18 11:59,108,1
2024-11-18 12:00,88,0
2024-11-18 12:01,109,1
2024-11-18 12:02,50,1
2024-11-18 12:03,120,1
2024-11-18 12:04,111,1
2024-11-18 12:05,117,1
2024-11-18 12:06,93,0
2024-11-18 12:07,67,0
2024-11-18 12:08,119,1
2024-11-18 12:09,114,1
2024-11-18 12:10,86,0
2024-11-18 12:11,58,1
2024-11-18 12:12,59,1
2024-11-18 12:13,88,0
2024-11-18 12:14,117,1
2024-11-18 12:15,66,0
2024-11-18 12:16,45,1
2024-11-18 12:17,65,0
2024-11-18 12:18,64,0
2024-11-18 12:19,115,1
2024-11-18 12:20,115,1
2024-11-18 12:21,100,1
2024-11-18 12:22,110,1
2024-11-18 12:23,76,0
2024-11-18 12:24,88,0
2024-11-18 12:25,87,0
2024-11-18 12:26,103,1
2024-11-18 12:27,76,0
2024-11-18 12:28,97,0
2024-11-18 12:29,66,0
2024-11-18 12:30,81,0
2024-11-18 12:31,105,1
2024-11-18 12:32,55,1
2024-11-18 12:33,124,1
2024-11-18 12:34,121,1
2024-11-18 12:35,64,0
2024-11-18 12:36,82,0
2024-11-18 12:37,97,0
2024-11-18 12:38,105,1
2024-11-18 12:39,85,0
2024-11-18 12:40,53,1
2024-11-18 12:41,53,1
2024-11-18 12:42,109,1
2024-11-18 12:43,102,1
2024-11-18 12:44,121,1
2024-11-18 12:45,50,1
2024-11-18 12:46,113,1
2024-11-18 12:47,75,0
2024-11-18 12:48,62,0
2024-11-18 12:49,80,0
2024-11-18 12:50,63,0
2024-11-18 12:51,57,1
2024-11-18 12:52,77,0
2024-11-18 12:53,64,0
2024-11-18 12:54,107,1
2024-11-18 12:55,83,0
2024-11-18 12:56,92,0
2024-11-18 12:57,116,1
2024-11-18 12:58,73,0
2024-11-18 12:59,65,0
2024-11-18 13:00,123,1
2024-11-18 13:01,87,0
2024-11-18 13:02,85,0
2024-11-18 13:03,101,1
2024-11-18 13:04,109,1
2024-11-18 13:05,79,0
2024-11-18 13:06,61,0
2024-11-18 13:07,94,0
2024-11-18 13:08,121,1
2024-11-18 13:09,66,0
2024-11-18 13:10,100,1
2024-11-18 13:11,58,1
2024-11-18 13:12,49,1
2024-11-18 13:13,71,0
2024-11-18 13:14,108,1
2024-11-18 13:15,87,0
2024-11-18 13:16,85,0
2024-11-18 13:17,75,0
2024-11-18 13:18,95,0
2024-11-18 13:19,109,1
2024-11-18 13:20,98,0
2024-11-18 13:21,68,0
2024-11-18 13:22,111,1
2024-11-18 13:23,116,1
2024-11-18 13:24,124,1
2024-11-18 13:25,66,0
2024-11-18 13:26,93,0
2024-11-18 13:27,102,1
2024-11-18 13:28,45,1
2024-11-18 13:29,103,1
2024-11-18 13:30,80,0
2024-11-18 13:31,67,0
2024-11-18 13:32,72,0
2024-11-18 13:33,118,1
2024-11-18 13:34,114,1
2024-11-18 13:35,97,0
2024-11-18 13:36,54,1
2024-11-18 13:37,70,0
2024-11-18 13:38,98,0
2024-11-18 13:39,92,0
2024-11-18 13:40,72,0
2024-11-18 13:41,59,1
2024-11-18 13:42,52,1
2024-11-18 13:43,66,0
2024-11-18 13:44,108,1
2024-11-18 13:45,55,1
2024-11-18 13:46,99,0
2024-11-18 13:47,118,1
2024-11-18 13:48,58,1
2024-11-18 13:49,88,0
2024-11-18 13:50,52,1
2024-11-18 13:51,65,0
2024-11-18 13:52,116,1
2024-11-18 13:53,67,0
2024-11-18 13:54,76,0
2024-11-18 13:55,114,1
2024-11-18 13:56,53,1
2024-11-18 13:57,116,1
2024-11-18 13:58,105,1
2024-11-18 13:59,85,0
2024-11-18 14:00,102,1
2024-11-18 14:01,49,1
2024-11-18 14:02,57,1
2024-11-18 14:03,125,1
2024-11-18 14:04,104,1
2024-11-18 14:05,93,0
2024-11-18 14:06,89,0
2024-11-18 14:07,122,1
2024-11-18 14:08,53,1
2024-11-18 14:09,121,1
2024-11-18 14:10,64,0
2024-11-18 14:11,51,1
2024-11-18 14:12,86,0
2024-11-18 14:13,46,1
2024-11-18 14:14,115,1
2024-11-18 14:15,111,1
2024-11-18 14:16,90,0
2024-11-18 14:17,54,1
2024-11-18 14:18,51,1
2024-11-18 14:19,72,0
2024-11-18 14:20,104,1
2024-11-18 14:21,101,1
2024-11-18 14:22,88,0
2024-11-18 14:23,67,0
2024-11-18 14:24,116,1
2024-11-18 14:25,65,0
2024-11-18 14:26,116,1
2024-11-18 14:27,108,1
2024-11-18 14:28,50,1
2024-11-18 14:29,57,1
2024-11-18 14:30,75,0
2024-11-18 14:31,115,1
2024-11-18 14:32,110,1
2024-11-18 14:33,101,1
2024-11-18 14:34,93,0
2024-11-18 14:35,93,0
2024-11-18 14:36,74,0
2024-11-18 14:37,69,0
2024-11-18 14:38,89,0
2024-11-18 14:39,123,1
2024-11-18 14:40,51,1
2024-11-18 14:41,100,1
2024-11-18 14:42,123,1
2024-11-18 14:43,84,0
2024-11-18 14:44,63,0
2024-11-18 14:45,52,1
2024-11-18 14:46,97,0
2024-11-18 14:47,104,1
2024-11-18 14:48,59,1
2024-11-18 14:49,84,0
2024-11-18 14:50,122,1
2024-11-18 14:51,72,0
2024-11-18 14:52,50,1
2024-11-18 14:53,100,1
2024-11-18 14:54,120,1
2024-11-18 14:55,84,0
2024-11-18 14:56,117,1
2024-11-18 14:57,98,0
2024-11-18 14:58,84,0
2024-11-18 14:59,73,0
2024-11-18 15:00,114,1
2024-11-18 15:01,110,1
2024-11-18 15:02,63,0
2024-11-18 15:03,108,1
2024-11-18 15:04,52,1
2024-11-18 15:05,106,1
2024-11-18 15:06,83,0
2024-11-18 15:07,79,0
2024-11-18 15:08,87,0
2024-11-18 15:09,77,0
2024-11-18 15:10,88,0
2024-11-18 15:11,87,0
2024-11-18 15:12,67,0
2024-11-18 15:13,118,1
2024-11-18 15:14,58,1
2024-11-18 15:15,95,0
2024-11-18 15:16,68,0
2024-11-18 15:17,69,0
2024-11-18 15:18,68,0
2024-11-18 15:19,118,1
2024-11-18 15:20,64,0
2024-11-18 15:21,114,1
2024-11-18 15:22,107,1
2024-11-18 15:23,124,1
2024-11-18 15:24,107,1
2024-11-18 15:25,111,1
2024-11-18 15:26,58,1
2024-11-18 15:27,65,0
2024-11-18 15:28,65,0
2024-11-18 15:29,104,1
2024-11-18 15:30,60,1
